topic_id,blog_id,user_id,topic_type,topic_title,topic_text,topic_tags,topic_date_add,topic_date_edit,topic_user_ip,topic_rating,topic_count_vote_abstain,topic_count_read,topic_count_comment,topic_count_favourite,topic_text_hash,topic_extra
217,243,231,topic,Во имя фонтанов!,"<img src=""http://vtemirtau.kz/uploads/images/00/02/31/2012/10/02/0cb4a1.jpg""/><br/>
<br/>
Начнем, пожалуй.","Аким Фонтанов,за нами уже выехали",2012-10-02 10:42:17,2012-10-02 13:16:14,95.57.78.45,2.000,0,2428,8,0,0b1935530735865dda4b380053728232,"s:0:"""";"
218,243,231,topic,На дне города,"Дно города, оно такое. Без обид, я злое, но очень милое.<br/>
<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/02/31/2012/10/02/1149fd.jpg""/><br/>
Выражение лица и поза *рука-лицо* у Банщицы (или кто это?) в кедах умиляет и вызывает в голове огромное количество самых разнообразных вариантов подписи.<br/>
<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/02/31/2012/10/02/2455ef.jpg""/><br/>
Спасибо, Xibit, ты прокачал мою тачку…<br/>
<a name=""cut""></a> <br/>
<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/02/31/2012/10/02/6b4f36.jpg""/><br/>
Акулы пера, дятлы клавиатуры… Те, кто вечно за кадром. Засветитесь же и вы)<br/>
<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/02/31/2012/10/02/a4838c.jpg""/><br/>
Одухотворенное фото<br/>
<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/02/31/2012/10/02/a9bfd8.jpg""/><br/>
Кому-то повезло с наличием колес для езды, а кому-то — немного других колес… Отличная шапочка из обоев, кстати. Я себе уже сделала такую же.<br/>
<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/02/31/2012/10/02/7107ef.jpg""/><br/>
<img src=""http://vtemirtau.kz/uploads/images/00/02/31/2012/10/02/2fb946.jpg""/><br/>
<img src=""http://vtemirtau.kz/uploads/images/00/02/31/2012/10/02/0dc4b4.jpg""/>",дно города,2012-10-02 14:45:34,2012-10-02 20:21:56,95.57.78.45,2.000,0,2170,2,0,b21ea721891c895c79f211e750039e5f,"s:0:"""";"
219,3,154,topic,День города,"День города в Темиртау. Оказывается городские власти решили в день города 1 октября провести карнавальное шествие по городу. Узнал я об этом случайно, прочитав на одном карагандинском сайте. Организаторы забыли предупредить горожан о предстоящем мероприятии и решили что достаточно напрячь актив городских контор и конторок на участие в в общественно полезном мероприятии, ну а остальное сделает сарафанное радио. Потревоженный шествием по проспекту Металлургов народ потянулся к городскому стадиону. Собравшиеся в кучку репортеры бодро стали выяснять, кто что знает и потихоньку пазл стал собираться. Ну в общем заскочил минут на пять аким области, толкнул по бумажке дежурку и тихо свалил вместе с нашим акимом — видимо поляна там уже заждалась. Жалко денег городских, а их видимо немало выделили на мероприятие (орг.расходы, артисты, фейерверк и пр.). Все время крутилось в голове одно слово — совдепия! Главное провести мероприятие и ОСВОИТЬ выделенные средства, ну а сколько народу пришло на это мероприятие вы можете увидеть на этой сферической панораме. Благо она позволяет осмотреть все 360° пространства вокруг точки съемки. <br/>
<iframe src=""http://www.360cities.net/embed_iframe/city-holiday2"" width=""425"" height=""315""></iframe><br/>
<a title=""Panorama photos of Репортерская братия on 360cities.net"" href=""http://www.360cities.net/image/city-holiday2"" rel=""nofollow"">Репортерская братия</a> in <a title=""Panoramic images from Kazakhstan"" href=""http://www.360cities.net/area/kazakhstan"" rel=""nofollow"">Kazakhstan</a> <img src=""http://vtemirtau.kz/uploads/images/00/01/54/2012/10/03/a3b357.jpg""/><a name=""cut"" rel=""nofollow""></a> <img src=""http://vtemirtau.kz/uploads/images/00/01/54/2012/10/03/45cfad.jpg""/><img src=""http://vtemirtau.kz/uploads/images/00/01/54/2012/10/03/7e09f5.jpg""/><img src=""http://vtemirtau.kz/uploads/images/00/01/54/2012/10/03/3f5791.jpg""/><img src=""http://vtemirtau.kz/uploads/images/00/01/54/2012/10/03/aea1d7.jpg""/><img src=""http://vtemirtau.kz/uploads/images/00/01/54/2012/10/03/4b6702.jpg""/><img src=""http://vtemirtau.kz/uploads/images/00/01/54/2012/10/03/d46861.jpg""/><img src=""http://vtemirtau.kz/uploads/images/00/01/54/2012/10/03/6cb0ab.jpg""/>","Темиртау,день города,стадион",2012-10-03 23:30:34,2014-03-15 23:55:33,37.99.122.245,2.000,0,4241,1,0,b8095c6adca70cf449aca4a7e5e7ad95,"s:0:"""";"
221,284,1,topic,Encounter в городе Темиртау!,"Друзья! У меня появилась замечательная идея организовать Encounter у нас в городе. Для начала я объясню что это, и как это работает. <img src=""http://vtemirtau.kz/uploads/images/00/00/01/2012/10/12/917cbe.jpg""/><a href=""http://ru.wikipedia.org/wiki/Encounter"" rel=""nofollow"">Encounter</a> в переводе с английского означает схватка, состязание. В нашем случае это будет городской турнир на выживание! Шучу, encounter — это активная городская игра, смысл которой заключается в решении различного рода задач и поиске необходимых мест в городе, для того чтобы эти задачи успешно решить. Последовательно решая все задачи, и переходя от одного места в городе к другому, вы сможете достигнуть конечной цели. Скорее всего это будет какой-то приз, но об этом чуть позже. Играть в эту игру можно как в одиночку, так и в команде. А все что требуется для участия — это лишь желание и доступ в интернет, причем подойдет даже мобильный интернет. Неплохо бы еще заиметь смартфон с возможностью считывания QR кодов. Но это уже частности. В классическом варианте игры, в команде есть штаб и полевые игроки. Штаб выполняет задания через интернет, разгадывает куда нужно идти полевым, а те в свою очередь находят нужные места и передают в штаб найденные коды, слова, ссылки. <a name=""cut"" rel=""nofollow""></a> Чтобы было еще понятнее, я даже напишу один пример, чтобы совсем наверняка, если и после него вы мало что поймете, значит вам в эту игру не стоит играть. Итак, команда получает задание: «Не лает не кусает, а в дом не пускает. Отправляйтесь в это место и узнайте что вам делать дальше». Поскольку ответ на загадку будет замОк или можно зАмок, то команде надо бы отправиться в магазин Замок (это магазин напротив Зорьки) и там искать новую подсказку. Предположим это будет объявление на стене, что «Продается Encounter, б/у и в хорошем состоянии, фото его на сайте...» Далее ссылка на новое задание, в котором вам придется отправиться уже в другое место в городе. Примерно таким образом я буду составлять все задания. И часть из них уже готова. Теперь ближе к делу: игра будет запущена в начале ноября, в субботу скорее всего, с утречка. До этого времени мне необходимо знать кто будет участвовать. Точнее будет ли кто-либо участвовать. Минимально должно набраться 3 команды, из любого количества человек. Если вам интересно составлять задания и тестировать то что уже придумано мною и другими организаторами, то тоже оставляйте свои заявки, либо здесь, либо по телефону 87051020600 (Алексей). Что касается призов — пока вопрос по призам не решен, но возможно вам будет интересно просто поиграть. Если есть возможность найти спонсоров, или самому проспонсировать это мероприятие, то я жду вас с предложениями. И самое главное, даже если вас не заинтересовала эта игра, вы все-равно можете помочь проекту, просто лайкните эту ссылку через сервисы mail.ru или любые другие, возможно вашим друзьям это будет по нраву. Не стесняйтесь высказывать свое мнение. Я всегда открыт для диалога! PS если предприятие не выгорит, то такие игры возможно будут появляться периодически, все зависит от вас ;) PPS сделал сайт для игры, часть заданий уже готова <a href=""http://encounter.vtemirtau.kz"" rel=""nofollow"">http://encounter.vtemirtau.kz</a>","encounter,игра,соревнования",2012-10-12 23:23:44,2013-02-22 18:33:03,178.89.135.212,0.000,0,2925,10,0,fad095aa410fa4cb4c86203a546d891e,"a:1:{s:11:""niceurl_url"";s:27:""encounter-v-gorode-temirtau"";}"
222,243,231,topic,Средневековье современности,"Как Катя на Курбан-айт ходила. И ей понравилось. Правда, восторг в глазах не все воспринимали адекватно, но я переживу это).<br/>
<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/02/31/2012/10/26/528a68.jpg""/><br/>
<br/>
<a name=""cut""></a> <br/>
<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/02/31/2012/10/26/577f37.jpg""/><br/>
<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/02/31/2012/10/26/2263a7.jpg""/><br/>
<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/02/31/2012/10/26/e2e50a.jpg""/><br/>
<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/02/31/2012/10/26/36691b.jpg""/>","Баранов режут,так им и надо. Не тех баранов резали,я б вам лучше привела.",2012-10-26 14:40:52,2012-10-26 15:50:33,92.46.140.14,0.000,0,1792,0,0,34f00844274f01bb390d88536e8c01d7,"s:0:"""";"
223,284,1,topic,Ночной дозор по-нашему!,"Вот о нашей игре написали и в <a href=""http://zerkalo-gazeta.com/index.php?n=2012/11/1&amp;nn=10"" rel=""nofollow"">газете «Зеркало»</a>. 10 ноября мы решили не проводить игру, а сначала сделать организационный сбор, на котором все желающие смогут задать все интересующие вопросы и узнать более подробно о формате городских игр вообще и о первой проводимой игре в частности. Опытные игроки вам расскажут все как есть. Там же вам скажут что потребуется для первой игры, где и когда она состоится. Чуть не забыл: сбор будет проходить <strong>10 ноября в 15.00 в торговом доме Алем на 4 этаже</strong>. Если увидете большую толпу, значит это мы. Для связи как всегда есть этот форум и телефоны 87051020600 (Алексей) и 87001462361 (Иван) Приглашаю всех желающих! Приходите, будет интересно!","encounter,игра",2012-11-07 20:54:53,2013-02-22 18:32:37,178.89.135.212,0.000,0,2434,5,0,f604d093ffeb6b50f5e5be37a263079f,"a:1:{s:11:""niceurl_url"";s:24:""nochnoy-dozor-po-nashemu"";}"
224,1,1,topic,Темные игры,"Он проснулся в начале одиннадцатого. Можно было бы поспать еще немного, ведь сегодня был выходной, но его ждало несколько незаконченных дел. Впрочем все дела были сделаны довольно быстро, и уже в 4 часа дня он был абсолютно свободен. Не зная что делать дальше, он просто решил проверить почту, и тут же увидел сообщение от Мистера Х, в котором говорилось, что ему необходимо забрать какой-то конверт у бармена по такому-то адресу. И хотя письмо было очень странным, и было похоже на какой-то развод, но так как делать особо было нечего, он решил сходить в нужный бар и забрать свой конверт.<br/>
<br/>
Удивительно, но в конверте не было совсем ничего, он был абсолютно пуст. Странно было и то, что вместо имени отправителя красовался адрес какого-то сайта. «Очередной спам, да еще и такой наглый, что заставил меня выходить из квартиры. Уроды блин» — подумал он, и уже хотел выкинуть конверт, как заметил что на внутренней стороне конверта что-то было написано. Разорвав конверт, он понял что это был какой-то код, и сразу же догадался что наверняка это был код от сайта. Не выходя из кафе, он открыл тот сайт в своем смартфоне, и тут же ввел полученный код. Перед ним открылась обычная фотография. <br/>
<br/>
Хотя нет. Фотография была не обычная и это место в городе он узнал почти сразу. Но для чего была эта фотография? Зачем она ему? Нужное место было недалеко от бара, и он решил пойти туда. Когда он пришел на место, то не сразу понял что ему нужно было делать, но после того как увидел разницу между фото и реальностью до него дошло, что это была очередная загадка. Сердце бешено заколотилось, дыхание стало более частым и в жилах закипела кровь — он понял, что стал одним из Искателей, совет Игр принял его кандидатуру и он в Игре. <br/>
<br/>
Следующие задания и точки давались не так просто. Да и точки стали располагаться друг от друга все дальше. В какой-то момент времени он так застопорился на одном задании, что решил уже бросить игру к чертям собачим, но вдруг обнаружил новую подсказку и сразу же справился с заданием. Конец был близок, раз-два и вот уже последняя точка. Последняя точка оказалась в том же баре, что и первая. Бармен вручил новый конверт, который уже не был пустым, в нем была двадцатка баксов и открытка со словами: <br/>
<br/>
«Поздравляю! Ты с достоинством прошел все испытания. О следующих ты узнаешь совсем скоро»<br/>
<br/>
Вечер удался.",Игра,2012-11-11 00:30:26,NULL,178.89.205.17,0.000,0,2130,1,0,09cff716392020c03eb2e7a186b87538,"s:0:"""";"
225,9,1,topic,Заказывайте подарки на новый год из интернета,"Приветствую всех жителей города Темиртау! Рад предложить для вас новую услугу заказов товаров из интернета. Заказывать товары в интернете удобно и часто очень выгодно, именно поэтому я и предлагаю для тех, кто еще не освоился с этим видом шоппинга, воспользоваться моей услугой, подробное описание которой есть на сайте <a href=""http://zakazy.vtemirtau.kz/"">zakazy.vtemirtau.kz</a><br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2012/11/19/dabfa1.png""/><br/>
Обращайтесь с вопросами и предложениями, всегда готов выслушать любые замечания. Хочу добавить что если вы планируете получить подарки до нового года, то стоит поторопиться с выбором подарков, осталось не так много времени.","товары,заказы,сайт",2012-11-19 23:57:18,2012-12-01 00:46:20,178.89.164.164,0.000,0,2031,0,0,1aeb675297d625935b9c9208b425227e,"s:0:"""";"
226,3,1,topic,Планы развития города и другие схемы Темиртау,"Со мной поделился один хороший человек этими файлами, а я не смог не поделиться ими с вами. Довольно интересные и познавательные схемы и планы. Далее идет ссылка на файлы в оригинальном разрешении с сервиса Яндекс.Фотки. К сожалению сервис тормознутый, но для Казахстана лучше не найти, мне кажется. И еще предупреждаю про трафик, схемы объемные: <a href=""http://fotki.yandex.ru/users/weronkz/album/284088/"" rel=""nofollow""><img src=""http://vtemirtau.kz/uploads/images/00/00/01/2012/11/26/20f3a8.png""/></a>","план темиртау,схема темиртау,карты,генплан",2012-11-26 21:30:29,2016-09-18 14:34:56,2.132.241.230,0.000,0,3483,0,0,c6677b61bcc7ed1dc33a5fd61e1358af,"a:1:{s:11:""niceurl_url"";s:46:""plany-razvitiya-goroda-i-drugie-shemy-temirtau"";}"
227,1,1,topic,Первый городской квест,"Приглашаю всех желающих принять участие в первом городском квесте: нужно решить все предложенные загадки и найти все зашифрованные точки в городе. <br/>
Игра начнется 1 декабря в 13.00 в ТД «Аян Пассаж» на втором этаже кафе. <br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2012/11/30/c1f5bd.png""/>","игра,квест,X-stream",2012-11-30 06:43:56,2012-11-30 06:49:03,178.89.174.216,0.000,0,2290,0,0,dac9e73bda3529219ac1b031e619040b,"s:0:"""";"
228,284,1,topic,Как прошел первый городской квест в Темиртау,"Наконец-то нам удалось организовать эту долгожданную игру, о которой я так много писал и тут и в майл-агент, и рассказывал друзьям и знакомым. Радует то, что участников не спугнул мороз и многие из записавшихся подошли в назначенное время в назначенное место. Некоторые не смогли из-за работы и приезда президента, и в итоге играющих было 10 человек — это 4 команды, две из которых составом в 3 человека, и две парами. Из-за приезда президента игра получилась не совсем полная, но участники все-равно остались довольны. Сейчас я расскажу вам как прошла первая игра. Хочу сразу добавить что игра первая, но не последняя и если вы хотели бы тоже сыграть в такую игру, то приглашаю вас на другие игры, которые будут проходить в следующий раз. И кстати до нового года темиртаусцев еще ждет ночной X-Stream, заявки на который принимаются уже сейчас. Всех игроков мы постарались предупредить заранее, что игра начнется в 13.00 на втором этаже Аян Пассажа в кафе, и в это время их там уже ждал один из организаторов. Пришлось немного подождать опаздывающих, и пока мы регистрировали команды, в итоге старт был в 13.15, хотя фактически некоторые команды начали гораздо позже, они решили немного подкрепиться перед игрой <img src=""http://vtemirtau.kz/uploads/images/00/00/01/2012/12/01/5e9f4c.jpg""/><a name=""cut"" rel=""nofollow""></a> Кстати говоря, тамошняя девушка сделала мне замечание, что не все собравшиеся сделали заказ, дескать у нас нельзя просто так сидеть, нужно заказывать кофе. Ничего не хочу сказать, но делайте выводы, господа. Стоит ли ходить в такие кафешки или нет… Всем командам перед стартом была дана листовка с первым заданием и описанием темы игры: <img src=""http://vtemirtau.kz/uploads/images/00/00/01/2012/12/01/5af86b.jpg""/>В этом задании командам нужно было догадаться, что что агент Фокс ждет их в Ситицентре и по пути из Аян Пассажа нужно было найти свою загадку. Внимательные команды должны были заметить на столбах странные объявления о пропаже странных животных, например такие: <img src=""http://vtemirtau.kz/uploads/images/00/00/01/2012/12/01/5b0a17.jpg""/>Кстати в листовке говорилось, что от внимательности команд будут зависеть жизни всего «живого» с отсылкой как раз на эти странные объявления, а что касается загадки в непосредственной близости — то загадки-шарады были напечатаны на обратной стороне странных объявлений. Мой первый слог — предлог, Во втором мы проживем все лето, А целое от нас и вас Давно уж ждет ответа. Ответ на данную шараду будет слово задача, и именно это слово нужно было сказать агенту Фоксу в Ситицентре. После того как команда называла правильный ответ, агент Фокс давал следующее задание:<br/>
<blockquote>Поздравляю вас с успешным окончанием первого задания! Но не думайте что все будет так же просто, теперь вам необходимо найти Мистера-Х и узнать у него где спрятана «бомба». Где найти Мистера-Х подскажет шифр на листовке, а вот расшифровать его, поможет Фиванский алфавит. Фиванский алфавит (также Письмо ангелов, Ангельский алфавит, алфавит Гонория, Алфавит ведьм) — состоящая из 24 знаков система письма невыясненного происхождения, которая в Средние века использовалась для сокрытия от непосвящённых различных тайных текстов. Своей формой знаки Фиванского алфавита сходны с алхимическими символами, однако как единое целое эта система не имеет ничего общего с какой-либо другой известной системой письма. Авторство этого алфавита присваивают Гонорию Фиванскому, в связи с чем другим его названием является руны Гонория. <img src=""http://vtemirtau.kz/uploads/images/00/00/01/2013/02/06/f6c5e7.png""/>PS Мистер-Х очень странный человек, он разговаривает с людьми только если они одеты в одежду наизнанку. Действительно странный…</blockquote>Решив шифр из листовки с помощью данного ключа, команды должны были получить такое задание «Nomer na lavke mezdy atf bankom i zymom» — что означает, что командам нужно было найти данную лавку лавку и номер на ней, ну соответственно позвонить по нему. Но поскольку центральный проспект был перекрыт, то пришлось выпутываться зашифровав номер по-другому. После того как команды звонили на нужный номер, они слышали сообщение на автоответчике: «С вами говорит Мистер-Х, чтобы получиьт нужную информацию найдите меня в столице Турции. Желаю удачи!» После этого команды угадывали место нахождение Мистера Х — это кафе Анкара. В кафе Анкара они подходили к Мистеру Х в одежде наизнанку, правда ему пришлось напоминать командам о своей странности. Тем не менее команды получали в руку визиту консультанта, который мог бы им помочь. <img src=""http://vtemirtau.kz/uploads/images/00/00/01/2012/12/01/ebcbc6.jpg""/>Команды бежали на 4 этаж в Алем в офис 403, где их ждали на столе фотографии биллбордов, на которых были зашифрованы цифры для обезвреживания бомбы. Но и снова из-за приезда Назарбаева наше задание пришлось изменять, а точнее тупо отменять — биллборды приготовленные накануне игры были завешаны новыми с портретами Елбасы, отчего командам не удалось обнаружить нужные цифры. На этом этапе пришлось отменить игру и звать всех обратно в Анкару. Меня, как организатора игры, очень порадовало то, что команды на этом этапе объединились — у нас ведь общая миссия не дать взорваться бомбе :) <img src=""http://vtemirtau.kz/uploads/images/00/00/01/2012/12/01/b2342d.jpg""/>Впрочем бомба все-равно не взорвалась бы, потому что была она сделана из муки и фруктов: <img src=""http://vtemirtau.kz/uploads/images/00/00/01/2012/12/01/95770b.jpg""/>И оказалась она довольной вкусной :) <img src=""http://vtemirtau.kz/uploads/images/00/00/01/2012/12/01/8697cf.jpg""/>За чашкой чая с тортом игроки делились и своими впечатлениями об игре. <img src=""http://vtemirtau.kz/uploads/images/00/00/01/2012/12/01/5cbdd8.jpg""/>Не смотря на то что игра была проведена как бы не полностью, игроки все-равно остались довольны, а вместе с ними и организаторы игры :) <img src=""http://vtemirtau.kz/uploads/images/00/00/01/2012/12/01/0d7ac3.jpg""/>В заключении хочется поблагодарить всех игроков, принявших участие в первом городском квесте. Также хочу поблагодарить наших информационных спонсоров: газету «Зеркало» и ТРК «Сфера». Спасибо и компании «Golden Consult» за возможность размещения одной из точек у них в офисе. Ну и еще кафе Анкара: торт, заказанный у них, был вкусный и вышел недорого. К тому же если мы будем приводить им туда людей, они пообещали некоторые скидки на будущее. Ну что ж, поживем увидим… Персональное спасибо Калмыковой Кристине за помощь в изготовлении рекламных листовок :) Спасибо если дочитали этот пост до конца, участвуйте в наших играх, заряжайтесь позитивом и не унывайте!","квест,игра,экстрим",2012-12-01 21:04:25,2013-02-22 18:32:23,178.89.135.212,1.000,0,6146,8,0,f93c286fc6c0c73f24807f30e0c4dd3c,"a:1:{s:11:""niceurl_url"";s:45:""kak-proshel-pervyy-gorodskoy-kvest-v-temirtau"";}"
230,148,249,topic,ПОТЕРЯЛАСЬ СОБАКА,Дорогие жители города Темиртау. 31 декабря в 18.00 была потеряна собака. Порода МОПС. Все кто знает хоть какую то информацию прошу позвонить по номеру 87073036754. Заранее огромное спасибо. Вся семья переживает. Хозяин не находит себе места. Пожалуйста помогите)))))) За ту информацию которая поможет найти собаку ВОЗНАГРАЖДЕНИЕ.,Собака,2013-01-02 18:28:29,2013-01-02 18:34:59,5.34.33.195,0.000,0,1955,0,0,eb2fd36ae967ddbb852b19a7b3dbc128,"s:0:"""";"
231,284,1,topic,Ночной X-stream 9 февраля,"Всем привет! В субботу 9 февраля 2013 года состоится первая ночная игра, на которую приглашаются все желающие. Тема этой игры: «Рожденные в СССР». Игра начинается в 22.00, но брифинг перед игрой состоится в 20.30 около солнечных часов. Команды не присутствующие на брифинге в игре не участвуют.<br/>
 <br/>
Необходимые принадлежности:<br/>
 — Друзья<br/>
 — Автомобиль<br/>
 — Мобильное устройство (по нему вы сообщаете ответы тому, кто сидит в интернете)<br/>
 — Фонарь<br/>
 — Карта города<br/>
 <br/>
Дополнительные принадлежности:<br/>
1) Спички(зажигалка)<br/>
2) Шоколад <br/>
3) Фотоаппарат(можно на сотовом)<br/>
4) GPS-навигатор, или google earth на ноутбуке с интернетом (для нахождения координат)<br/>
 <br/>
Напоминаю правила игры: все команды получают задание от организаторов, которое необходимо решить. Решение задачи даст вам точку в городе, где вы сможете найти нужный код. Найденный код необходимо отправить организатору, после чего вам будет дано следующее задание. Решив как можно быстрее все задания, вы становитесь победителями. По всем вопросам по игре обращайтесь к организатору игры  87001462361 (Иван) или сюда на сайт. Желаю успехов!","игра,X-stream",2013-02-07 21:06:57,2013-02-22 18:32:08,178.89.135.212,0.000,0,2335,0,0,080e0a7eaf56d805a19c6fcaa7c588a9,"a:1:{s:11:""niceurl_url"";s:27:""nochnoy-x-stream-9-fevralya"";}"
232,284,1,topic,Ночной X-stream,"Вчера ночью мне посчастливилось поучастовать в первом ночном экстриме проводимом в нашем городе. Такого количества положительных эмоций я давно не испытывал, было супер. Понравилось абсолютно все: интереные задания, хорошие головоломки, реальные гонки и просто уйма позитива. Сейчас я расскажу вам как прошла наша первая ночная игра.<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2013/02/10/5dba29.jpg""/><br/>
Как и договаривались сбор проходил возле солнечных часов в 20.30. В назначенное время на месте уже были 2 игрока из команды соперников. В игре должны были принять участие 3 команды, но получилось так что соревновалось всего 2, третья команда так и не присоединилась. После того как организаторы рассказали о том что нас ожидает, и предупредили захватить с собой еще и медицинскую перчатку, команды пошли готовиться к игре. Нам в это время пришлось ехать забирать своего товарища из старогородского отдела полиции :)<br/>
  <a name=""cut"" rel=""nofollow""></a> В 22.00 был дан общий старт — первое задание (агентское), общее для всех команд:<br/>
<blockquote>Из послания агента КГБ: «Турция осталась без Ататюрка. Нужно выяснить в каком суде будет вестись дело по его завещанию». Обратиться к агенту с фразой: «Пионер к труду готов», ответом будет «Всегда готов» Примечание: шоколадка </blockquote>Прочитав задание, тут же в голову пришел верный ответ на задачу: «Анкара!». Агент ждал нас в Анкаре, а мы на всех парах помчались туда. Найдя в Анкаре нашего агента, мы отдали ему шоколадку, за что он нам предложили собрать мозайку, сзади которой был написан код. <br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2013/02/10/f2d871.jpg""/><br/>
Вот и собранная мозайка<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2013/02/10/0c902b.jpg""/><br/>
А вот и нужный код:<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2013/02/10/9af460.jpg""/><br/>
Все коды в игре имеют одинаковую структуру, и примерно похожи на этот, но естественно с другими цифрами. Каждый найденный в игре код нужно отправлять организатору, что мы собственно и сделали. Кстати, кроме кода, от агента мы получили и специальный конверт, который нам строго настрого велели открывать только тогда, когда это будет нужно. После того как мы отправили первый код, напришло второе задание: <br/>
<blockquote>Наш вождь указывает рукой на нужную нам дорогу, нужно только найти место привала перед дальней дорогой в ожидании попутчиков. Примечание: соблюдать тишину. Коды опасности: 1+, 1+</blockquote>Вычислить что речь идеть именно о статуе Ленина было очень просто, но мы сначала решили, что нужно ехать к статуе, что в районе ТРК Сфера и уже на полпути догадались, что нужно поворачивать назад и ехать в старый город. Вот поэтому-то без машины никак :) В старом городе, напротив статуи Ленина, есть 2 остановки (место привала перед дальней дорогой в ожидании попутчиков), на которых и были спрятаны наши следующие коды. Кстати, если вы видите в задании коды опасности больше одного, то значит и кодов на локации больше одного. Один из кодов в старом городе выглядел так:<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2013/02/10/85364c.jpg""/><br/>
Отправив оба кода, получили следующее задание, где были изображения с цифрами, и вбив эти цифры в гуглмапс нашли координаты следующей точки (пляж напротив вокзала). Там нам пришлось лезть на баскетбольное кольцо чтобы найти один из 2 спрятанных кодов. Следующая точка была в заброшенной общаге по улице Чайковского. Кстати, помогли вычислить эту точку нам наши друзья по телефону (за что им спасибо), которые выяснили что строки &quot;Это теплое, дружелюбное и вдохновляющее место, где вы можете спокойно остановиться посреди этого большого города и насладиться красотой настоящего момента&quot; относятся к Чайковскому. К сожалению фоток с того места нет, но бродить в заброшенной общаге поночнику — это тоже, скажу я вам, экстрим. И в этом есть своя прелесть.<br/>
 <br/>
Следующая локация была в недостроенном здании, между Бахытом и Принципом, там было самое жуткое и зловещее задание :) Шучу, но именно для него организаторы и попросили купить перчатку, потому что пришлось доставать камешек с кодом из какой-то непонятной субстанции :)<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2013/02/10/9c5abe.jpg""/> <br/>
Кроме того, тут же нужно было использовать и данный агентом конверт, в котором находился шарик и казалось бы пустой лист бумаги. Но применив к ним подсказки на стене (используйте огонь и воздух), мы сразу же вычислили нужные цифры написанные как на шарике, так и на пустом листочке (шарик надуть, листочек погреть зажигалкой, не наоборот :)). Ну и чтобы снять последний код пришлось немного полазать по тому зловещему, или даже немного зловонному месту<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2013/02/10/8d10d2.jpg""/><br/>
Последнее задание было тоже очень хорошее, его попытайтесь решить сами, кто решит его, тому плюсик в карму :)<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2013/02/10/598920.png""/> <br/>
Код опасности 3 плюс означает что нужно забираться на высоту, там пришлось залезать на крышу гаражей.<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2013/02/10/d137f6.jpg""/><br/>
Среди заданий было несколько дополнительных, которые выполнять было не обязательно, но желательно чтобы сократить время. Одно из них было сделать несколько фотографий (не более 5) на фоне чисел 1922 или 22. Вот пара фотографий от нашей команды, на которой смог «засветиться» и я :)<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2013/02/10/48d082.jpg""/> <br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2013/02/10/f14de9.jpg""/><br/>
В заключение, я хочу поблагодарить еще раз организатора Ивана, и его помощника Сашу за такую интересную и захватывающую игру. Несмотря на то, что участников было не так много, всего участвовало 2 команды (третья команда не смогла участвовать по личным причинам), игра состоялась и была сделана на высшем уровне.<br/>
<img src=""http://vtemirtau.kz/uploads/images/00/00/01/2013/02/10/89bb14.jpg""/><br/>
Спасибо большое, ждем продолжений :) <br/>
PS кстати наша команда взяла первое место, с небольшим отрывом от команды соперников.","X-stream,ночная игра,игра",2013-02-10 20:19:40,2013-02-22 18:28:43,178.89.135.212,2.000,0,4065,8,0,bb9804dbb1ccea88e5b18bba1f8b4c94,"a:1:{s:11:""niceurl_url"";s:16:""nochnoy-x-stream"";}"
